job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function.,fraudulent
16512,Project Manager,"GB, LND, The Peak",,,"Did you know that we are one of the largest private construction companies in the UK? As a family-owned business we know that our people are at the core of our ongoing success. We are very proud to be been named Contractor of the Year, Employer of the Year and received the Judges Supreme Award at the Construction News Awards, recognising our position as a leader in our industry.We believe in delivering the promise. That?€?s why we are focused on becoming the first UK contractor to deliver for customers on time, on budget, every time.Please visit our careers page for more information and to view our current opportunities:#URL_909fe6e4d84e8f8f796780bede7b14bd8f8238bd29aec31779dd9804be33e06c#??","Wates Living Space is dedicated to developing and maintaining affordable housing, and to supporting and improving the communities in which we work.A national business with a local approach, we work as a partner to deliver profitable new build and regeneration schemes and provide planned and responsive maintenance and energy services the across the UK.We deploy innovative financial and delivery models to support the UK?€?s priority of providing more homes and better homes, and we pride ourselves on our flexibility in responding to our clients?€? evolving needs.Our close and ongoing involvement with CIH, TPAS, UKCG and Business in the Community helps us tailor our services to the ever-changing housing and maintenance landscape.","Required Skills &amp; Experience:Well developed knowledge of health &amp; safety, company procedures, legislation and practiceExperience of leading/developing a teamKnowledge of budgets and costing, including project forecasting and controlKnowledge of contract documentationAs well as:Excellent Project/programme Management skillsAbility to resource projectsAbility to prioritise and effectively plan??Qualifications:CSCSMCIOB- desirable",,0,0,0,Full-time,,,Construction,,0
11662,"Client Director, Strategic Accounts","NZ, N, Wellington",,,"Life at IntergenWe have the best in the industry and we are always looking for more of the best to join our team. The jobs listed in our??current vacancies??are just a snapshot of what we're looking for at any given time.If you are a Microsoft professional who is looking to work with the best in the business and grow your career within an organisation that cares about your development, we want to hear from you today.","Intergen is a well-respected and established leader in the design and application of Microsoft technology.???? We are a trusted and valued key partner of Microsoft (multiple award winner over many years) with robust, value-based and long-standing relationships with a diverse and healthy portfolio of clients, across NZ and Australia. Our success is due to a combination of dedication to our core values and our discipline in following structured business models to achieve business goals.??As Client Director, Strategic Accounts, you will drive and execute our sales growth with our largest clients. You will ensure the growth of new business within existing accounts by ensuring an excellent engagement across the Intergen business.","What we are looking for:We are looking for someone with the energy, vision and desire to drive and grow new business, with credibility and extensive industry knowledge.Essentially you?€?ll bring:Senior level sales/ client management experience with a background of leading high performance sales teams and client engagements, within a disciplined and future facing environmentExperience in managing and negotiating sales portfolios of &gt;$5mA proven track record of year on year growth against sales targetsA desire to dominate market share in a competitive marketThe credibility to engage at executive level (customers and partners); and the relationship management skills to influence their decisionsThe financial skills to maximise profitabilityA history of success in our industryWillingness to travel","What do we offer?The backing of a well-established and reputable brand to help make your job that much easierA competitive package with excellent benefits and incentivesA rewarding and dynamic environment surrounded by professionals who love doing what they doThere is plenty of opportunity to take ownership, and to leverage the skills and experience you have been developing over the years.",0,1,1,Full-time,Director,Unspecified,Information Technology and Services,Sales,0
10592,PA/Office Manager - 2 weeks temp role,"GB, CHE, Macclesfield",,900-1000,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.????","This vacancy has arisen due to the current incumbent taking honeymoon leave. Start date September 2014THE COMPANY:My client are industry experts in Retail Point of Sale Solutions. We help bring brands to life within the retail environment, delivering projects on time, on budget and manufactured to the highest standards.We offer a wide range of Point of Sale products and services with locations in the UK, Asia and the USA, we are ideally positioned to support all types of businesses, from global brands to local companies.THE ROLE:To support the MD and Directors by ensuring their diaries coincide and their travel plans and meetings run smoothly. You will also be responsible for the day-to-day running of the office that will include conversations with clients and suppliers. You manage/liaise with the manufacturing, sales and marketing sections of the business.Knowledge of Microsoft Offcie suite is required. (Outlook, Excel, Word et al)Sounds like a lot, but a good and experienced PA should have no problem handling the workload. The role pays circa ??10 per hour and is based on a 40-hour working week Monday to Friday.",Professional attitudeMS Office knowledgePersonable and approachableConcise and accurate,Flexibility of temporary working and paid weekly,0,1,0,Temporary,Mid-Senior level,High School or equivalent,Retail,Administrative,0
12758,Regional Manager,"GB, , Leeds",Operations,,"Our mission is to bring the world's best-loved local restaurants into everyone's home or office - fast.We work with hundreds of the UK's best loved restaurants, including names like Carluccio's, GBK, Nando's, Rossopomodoro and many top quality independents to deliver their food to homes and offices everywhere. Our customers are as passionate about great food as we are, including an ever-growing number of large and prestigious firms.Being part of our team comes with many perks, one of which - you guessed it - is food. Every Friday, we order lunch for the entire team from some of our great restaurants, and throughout the week we can often be found tasting food from a new restaurant on our platform (waffles on a Tuesday afternoon, anyone?). Beyond all the amazing food, we have a fun and entrepreneurial culture where street smarts, creativity and a can-do attitude are paramount. But it's not all just hard work - we are a tight-knit team and can often be found getting a drink together after work.With offices in London and Chicago and backed by one of Europe's top venture capital firms, Index Ventures, we are growing quickly. So come and change food delivery with us!","Our mission is to bring the world's best-loved local restaurants into everyone's home or office - fast.We work with hundreds of the UK's best loved restaurants, including names like Carluccio's, GBK, Nando's, Rossopomodoro and many top quality independents to deliver their food to homes and offices everywhere. Our customers are as passionate about great food as we are, including an ever-growing number of large and prestigious firms.This role is responsible for the management of our key Yorkshire region based in Leeds.The Regional Manager will be the business leader for an entire territory, and should have the skills and experience to successfully run what should effectively be treated like their own business.Adherence to playbook for new market launchesAcquisition of new restaurant partners in the desired target localesRecruitment of drivers and driver management in target zonesExecution of initial marketing campaigns for target zonesRecruitment of top talentAdherence to our regional budgetNew market strategyStrategic business developmentLiaison with London HQThis is a position based in Leeds. The base salary will be attractive, with the potential to earn significant bonus on top related to top performance. Candidates need to be passionate about the restaurant industry and about great hospitality.","This role demands an aggressive, entrepreneurial individual with a track-record of launching businesses into new markets or new business segments. The role requires a mix of business development and operational experience.Required skills:3+ years sales or business development experience5+ years operational management or general management experienceHistory of managing impactfull projects, or impactful product linesExcellent interpersonal skillsStrong track-record of hitting targets and exceeding business expectationsExperience working in a dynamic high-growth company a plusStrong knowledge of the hospitality/ restaurant industry","Attractive compensation package consisting of base salary and the potential to earn a significant bonus for top performanceBecome one of the early employees of a fast-growing, exciting startup changing the food delivery landscapeHave a real impact on the company's growth and evolutionWork with people who love what they do every day",0,1,0,,,,,,0
17167,M5 Engineering Apprenticeship Under NAS 16-24 Year Olds Only,"GB, , Manchester",,,"Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.????",Perfect role for those not looking to go to uni.This is a fantastic opportunity for those looking to start their career in Engineering. During the first 12 months you will work towards a Level 2 Engineering NVQ and then you will be kept on in a permanent position.You will be working for a Recruitment Agency and the role will involve:-Working on sites up and down the country-Receiving training in signalling-Working closely with EngineersIf you are looking for a career in Engineering and are hard-working apply now.,Under the National Apprenticeship Scheme you must be 16-24 years old to apply for this position. Government funding is only available for 16-18 year olds.,Future Prospects,0,1,1,,Not Applicable,High School or equivalent,,,0
6870,Civil Estimator,"GB, NTT, ",,35000-40000,,"My client is currently seeking an experienced Estimator with previous experience within groundwork/civils to join their team. My client is an expanding company with a history of carrying out prestigious projects Nationwide. Their order book is looking very healthy with plans afoot for further expansion in to 2015/16.??The role will be based at their Newark office but the successful candidate will be dealing with projects nationwide. The type of projects range from small civils/macadam contracts to full groundwork/external works packages.The successful candidate for the role of Civil Estimator will have the following duties and responsibilities:Pricing enquiries from both site visits and tender documentsPreparation of interim and final accountsClient liaison with public authority, private clients, companies and main contractorsLiaison with contract management and production staffCrucial for success as a Civil Estimator, is your ability to solve problems by combining your excellent analytical &amp; communication skills, along with the following skills and experience:A groundwork/civils background is essentialGood established backgroundTrack record in managing accounts and striking dealsExcellent organisational and planning skillsHighly motivated, proactive, innovativeAbility to work under pressureIn return you will receive a competitive remuneration as well as excellent benefits including fully-financed company car and fantastic career development opportunities.*If you are interested in being considered for the above position please submit your CV to Darren Curley.",,,0,0,0,Full-time,,,Civil Engineering,Consulting,0
5432,Real Estate Finance Paralegal Job in Orange County,"US, CA, Orange County",Legal,,,"A well-known law firm has a job opportunity in their Orange County office for a Real Estate Finance Paralegal. The ideal candidate will have 3+ years of law firm experience. Candidate must possess the following: strong interpersonal and organizational skills, be detail-oriented and have the ability to prioritize and manage workload. Candidate must also be able to work independently as well as part of a team. Take advantage of the opportunity to work at a company. In order to be considered, applicants MUST have a Bachelor?€?s degree AND Paralegal Certificate and have three + years of prior, stable experience. This is a time sensitive opportunity so please apply with availability information.","?€? Possesses strong Microsoft Office application skills (Excel, Word, etc.). ?€? Possesses strong interpersonal, communication and client relations skills. ?€? Demonstrates ability to learn quickly and relate processes to the big picture. ?€? Must be a self-starter, detail-oriented with strong organizational and verbal/written communication skills. ?€? Demonstrates ability to juggle multiple assignments in a fast-paced team oriented environment. ?€? Must have transactional experience with an emphasis in real estate or real estate finance. ?€? Experience should include: title and survey review, review of purchase and sale agreements, leases, property management agreements, development agreements, and coordination and closing loan transactions. ?€? Must have three (3) years prior experience. Primary Duties ?€? Perform paralegal duties and responsibilities as directed by group leader and other attorneys. ?€? Demonstrate strong organizational and writing skills. ?€? Receive and follow complex instructions. ?€? Take appropriate action to monitor and meet deadlines. Educational Requirements Graduation from a four-year college or university with a bachelor?€?s degree, and certificate of completion from a paralegal training program, American Bar Association (ABA) approval preferred. (An equivalent combination of training, education and experience that demonstrates the ability to perform the duties of the position may substitute for education requirements.) Job Snapshot Base Pay DOE Employment Type Full Time Job Type Legal, Legal Admin Education Bachelor?€?s Degree AND Paralegal Certificate Experience 3+ years Manages Others No Relocation No Industry Legal Required Travel Not Specified","About Special Counsel At Special Counsel, we are the nation?€?s leading provider of legal staffing services. Since 1987, America?€?s most respected law firms and corporations have looked to us again and again for the very best talent, giving us access to more premier career opportunities than anyone else. Your expertise makes you valuable, and that?€?s why we offer a competitive salary and a wide range of benefits, including group medical, dental and vision insurance, 401(k), referral bonuses and more. We also offer career guidance and ongoing support to help you flourish. Become a part of our winning team. Apply today or contact your local Special Counsel office to learn more.",0,0,1,,,,,,0
3964,Interaction Designer,"CH, ZH, Z??rich",Design,,"Ginetta Web/Mobile is a leading web company based in Z??rich, Switzerland. We carefully design and develop outstanding user experiences for our clients. The applications we build are simple, beautiful and fun to use.We value people over deadlines. We offer a respectful, creative and result-oriented environment in which you can perform at your highest level. We work hard, sweat the details, and celebrate our progress with drinks at the end of the week.Check out our jobs page to learn more about what it?€?s like to work at Ginetta.","In this rolw, you will create clean, simple and beautiful experiences for our users. You will work with a team of remarkably talented and dedicated designers, developers and enterpreneurs. Just like you!","We expect our employees to be honest, smart and daring. You must have a deep understanding for the user and a sharp sense for simple, elegant and compelling solutions. At the same time, you are keen to learn and eager to succeed.","We value people over deadlines.??We create a respectful, creative and results-oriented environment. You are invited to perform your best work at Ginetta.??Check out??#URL_e2f4357eca33581cd8f21aa90efe2b6421d6828c5122d29c3930a7f09ea9d7dd##goodies??for more benefits and perks.",0,1,1,Full-time,Mid-Senior level,Master's Degree,Design,Art/Creative,0
10230,Contract Remote Medical Billing Position,"US, TN, Murfreesboro",DMB,,Divine Medical Billing's core business is to provide medical billing services to practices of all sizes. Our goal is to simplify the medical billing process and improve efficiencies to ultimately increase revenues for our clients. We work with practices across the United States.,"Medical billing service in Middle, TN is looking for a motivated professional who with 3 or more years of experience in the medical billing field (Please do not apply if your experience has been in other areas outside medical billing).The ideal candidate must also have the ability to use computer applications such as, MS Word, MS Excel, Gmail, and Instant Messaging, as well as professional phone and writing skills.Analyzing and reporting is a must. Critical thinking and account receivable experience is also required.??$8 to $10 per hour depending on experience.??About our companyWe handle the medical billing functions for private practices across the United States. We do not outsource overseas. Functions we provide are as follows;Electronic claims processingMailing of paper and secondary claimsAddressing insurance questions from providers and patientsCredentialingReportingResearchClaims follow upCodingTrainingMust have at least 3 years of experience, and pass a background check.","The candidate must be able to work 8 hours on Fridays.Must have a computer, and high speed internet.Medical billing and/or coding certification preferred, but not required.","This is an off-site contract position, no benefits will be offered.",1,1,1,Contract,Associate,High School or equivalent,Medical Practice,Administrative,0
1930,QA Engineer,"US, CA, La Jolla",,,"Our MissionOur Mission is to create the ultimate and??most privileged shopping experience for people who have served in the Armed Forces, as a First Responder or government employee; it?€?s a place for these individuals to exercise a privilege not extended to others in the marketplace, just those who have served.What We DoGovX is a privileged e-commerce Web site where qualified members of the U.S. Armed Forces and those in related government agencies can shop for premium off-duty apparel, equipment and other products as well as on?€?duty tactical products.??Prospective Members simply submit their registration to qualify as a Member and once approved, you can begin shopping, saving and interacting on the #URL_43b26e2a31c060785b122eb9921ca0d376a0992d92e6eb499f04d10917ef0c91# site.????We wrap our superb customer service around a largely direct-from-manufacture purchasing system using a sophisticated, inter-connected, e-commerce platform connecting us with our shippers, manufacturers and our entire customer support team and manufacturer support team, all to deliver you prompt and select products with exclusive pricing.??We are the Internet?€?s leading destination for verified members of the Armed Forces, First Responders and employees of various government agnecies to shop for premium tactical and off-duty products.Who We AreWe are a group of talented, energetic and collaborative people working towards a single goal: serving those that serve with deep discoutns on premium, in-line product, unmatched customer service and a shopping experience defined by conveniece and ease of use. ??To do this we empower our people to think like owners and solve problems right the first time.","Fast-growing E-commerce company has a fantastic opportunity for a talented QA Engineer.GovX owns and operates #URL_43b26e2a31c060785b122eb9921ca0d376a0992d92e6eb499f04d10917ef0c91#, the Internet's leading e-commerce site for military, police, fire, rescue and related government agencies. #URL_43b26e2a31c060785b122eb9921ca0d376a0992d92e6eb499f04d10917ef0c91# serves major league sports with verification technologies and also offers premium products for both off-duty and tactical use at exclusive prices. We have patent pending software and are expanding quickly. We previously founded and operated other successful Internet businesses.GovX is seeking Software QA Engineer is a critical part of the software delivery team.??The Software QA Engineer will work with the development team to determine the appropriate functional test strategy and build and execute the project test cases.??The successful candidate will play a key role in the project team, and help deliver high quality products to the market.??The successful candidate requires a strong understanding of SQL queries and experience writing code.??This position requires strong communication skills and the ability to adapt in a fast-paced environment.Essential Duties &amp; Responsibilities:??-Perform QA efforts on web-based software projects??-Write detailed test cases that ensure the correct level of test coverage for the application being tested??-Identify and raise risks as early as possible in the system development life cycle??-Develop and execute functional, smoke, system integration and regression test cases for both manual and automated testing??-Test web applications using both white box and black box testing techniques??-Provide status updates to the project team, and update the sprint backlog??-Review requirements and design documentation to determine and implement the appropriate test strategy??-Participate in the identification and implementation of continuous improvement opportunities in processes, standards, and procedures in test automation and functional testing??-Communicate and coordinate with local and offshore QA and Development teams??Job Responsibilities??- Evaluate and test software programs and software development procedures to verify that software conform to guidelines and function according to requirements.??- Write and maintain automatation scripts- Use SQL and other tools to verify the data in the database being saved by the applications??- Monitor software performance and usability issues??- Maintain and monitor bug lists??- Perform functional, integration and regression tests??- Works closely with business analysts and developers to develop functional and testing requirement specifications.","-Technical understanding of web software concepts??-Understanding of SQL queries and relational databases??-Demonstrated experience with basic programming-Minimum 5 years of software testing in a web-based software environment??-Experience with web service testing??-Passionate about quality and software testing??-Strong knowledge and experience with test methodologies, QA process, and software release cycle.??-Ability to lead and guide others??-Demonstrated ability to take ownership of projects??-Experience working with remote/offshore teams??-A strong desire to contribute to the release and success of leading-edge software products??",,0,1,0,Full-time,Associate,,Retail,Quality Assurance,0
